change_type,covered_recipient_type,teaching_hospital_ccn,teaching_hospital_id,teaching_hospital_name,covered_recipient_profile_id,covered_recipient_npi,covered_recipient_first_name,covered_recipient_middle_name,covered_recipient_last_name,covered_recipient_name_suffix,recipient_primary_business_street_address_line1,recipient_primary_business_street_address_line2,recipient_city,recipient_state,recipient_zip_code,recipient_country,recipient_province,recipient_postal_code,covered_recipient_primary_type_1,covered_recipient_primary_type_2,covered_recipient_primary_type_3,covered_recipient_primary_type_4,covered_recipient_primary_type_5,covered_recipient_primary_type_6,covered_recipient_specialty_1,covered_recipient_specialty_2,covered_recipient_specialty_3,covered_recipient_specialty_4,covered_recipient_specialty_5,covered_recipient_specialty_6,covered_recipient_license_state_code1,covered_recipient_license_state_code2,covered_recipient_license_state_code3,covered_recipient_license_state_code4,covered_recipient_license_state_code5,submitting_applicable_manufacturer_or_applicable_gpo_name,applicable_manufacturer_or_applicable_gpo_making_payment_id,applicable_manufacturer_or_applicable_gpo_making_payment_name,applicable_manufacturer_or_applicable_gpo_making_payment_state,applicable_manufacturer_or_applicable_gpo_making_payment_country,total_amount_of_payment_usdollars,date_of_payment,number_of_payments_included_in_total_amount,form_of_payment_or_transfer_of_value,nature_of_payment_or_transfer_of_value,city_of_travel,state_of_travel,country_of_travel,physician_ownership_indicator,third_party_payment_recipient_indicator,name_of_third_party_entity_receiving_payment_or_transfer_of_ccfc,charity_indicator,third_party_equals_covered_recipient_indicator,contextual_information,delay_in_publication_indicator,record_id,dispute_status_for_publication,related_product_indicator,covered_or_noncovered_indicator_1,indicate_drug_or_biological_or_device_or_medical_supply_1,product_category_or_therapeutic_area_1,name_of_drug_or_biological_or_device_or_medical_supply_1,associated_drug_or_biological_ndc_1,associated_device_or_medical_supply_pdi_1,covered_or_noncovered_indicator_2,indicate_drug_or_biological_or_device_or_medical_supply_2,product_category_or_therapeutic_area_2,name_of_drug_or_biological_or_device_or_medical_supply_2,associated_drug_or_biological_ndc_2,associated_device_or_medical_supply_pdi_2,covered_or_noncovered_indicator_3,indicate_drug_or_biological_or_device_or_medical_supply_3,product_category_or_therapeutic_area_3,name_of_drug_or_biological_or_device_or_medical_supply_3,associated_drug_or_biological_ndc_3,associated_device_or_medical_supply_pdi_3,covered_or_noncovered_indicator_4,indicate_drug_or_biological_or_device_or_medical_supply_4,product_category_or_therapeutic_area_4,name_of_drug_or_biological_or_device_or_medical_supply_4,associated_drug_or_biological_ndc_4,associated_device_or_medical_supply_pdi_4,covered_or_noncovered_indicator_5,indicate_drug_or_biological_or_device_or_medical_supply_5,product_category_or_therapeutic_area_5,name_of_drug_or_biological_or_device_or_medical_supply_5,associated_drug_or_biological_ndc_5,associated_device_or_medical_supply_pdi_5,program_year,payment_publication_date
NEW,"Covered Recipient Teaching Hospital",220116,11369,"TUFTS MEDICAL CENTER",,,,,,,"800 WASHINGTON ST",,BOSTON,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"Meridian Bioscience Inc.",100000010483,"Meridian Bioscience Inc.",OH,"United States",2160.00,07/08/2022,1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,,"No Third Party Payment",,,,,No,940387237,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"Tufts Medical Center",,,,,,,"800 Washington St",,Boston,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"National Marrow Donor Program",100001071883,"National Marrow Donor Program",MN,"United States",515.00,10/21/2022,1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,,"No Third Party Payment",,,,,No,924687737,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"Tufts Medical Center",,,,,,,"800 Washington St",,Boston,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"National Marrow Donor Program",100001071883,"National Marrow Donor Program",MN,"United States",1120.00,01/28/2022,1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,,"No Third Party Payment",,,,,No,924687741,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"Tufts Medical Center",,,,,,,"800 Washington St",,Boston,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"National Marrow Donor Program",100001071883,"National Marrow Donor Program",MN,"United States",735.00,04/29/2022,1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,,"No Third Party Payment",,,,,No,924687731,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"Tufts Medical Center",,,,,,,"800 Washington St",,Boston,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"National Marrow Donor Program",100001071883,"National Marrow Donor Program",MN,"United States",1215.00,08/05/2022,1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,,"No Third Party Payment",,,,,No,924687733,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"Tufts Medical Center",,,,,,,"800 Washington Street, #450",,Boston,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"Nidek Incorporated",100000010721,"Nidek Incorporated",CA,"United States",4937.50,12/31/2022,1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,,"No Third Party Payment",,,,,No,866850565,No,Yes,Covered,Device,Diagnostic,Diagnostic,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"Tufts Medical Center",,,,,,,"750 Washington St","Box 018",Boston,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"Olympus America Inc.",100000005451,"Olympus America Inc.",PA,"United States",5815.86,05/16/2022,1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,,"No Third Party Payment",,,,,No,896492067,No,Yes,Covered,Device,"Surgical Endoscopy","VISERA 4K UHD CAMERA CONTROL UNIT",,04953170374623,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"Tufts Medical Center",,,,,,,"750 Washington St","Box 018",Boston,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"Olympus America Inc.",100000005451,"Olympus America Inc.",PA,"United States",815.35,01/10/2022,1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,,"No Third Party Payment",,,,,No,896492069,No,Yes,Covered,Device,"Surgical Endoscopy","VISERA 4K UHD CAMERA CONTROL UNIT",,04953170374623,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"Tufts Medical Center",,,,,,,"750 Washington St","Box 018",Boston,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"Olympus America Inc.",100000005451,"Olympus America Inc.",PA,"United States",1754.76,01/10/2022,1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,,"No Third Party Payment",,,,,No,896492071,No,Yes,Covered,Device,"Surgical Endoscopy","VISERA 4K UHD CAMERA CONTROL UNIT",,04953170374623,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"Tufts Medical Center",,,,,,,"800 WASHINGTON ST",,BOSTON,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"Boehringer Ingelheim Pharmaceuticals, Inc.",100000000234,"Boehringer Ingelheim Pharmaceuticals, Inc.",CT,"United States",46150.00,08/31/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,No,,,No,957724267,No,Yes,Non-Covered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"Tufts Medical Center",,,,,,,"750 WASHINGTON ST","BOX 018",BOSTON,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"Neurocrine BioSciences, Inc.",100000186746,"Neurocrine Biosciences, Inc.",CA,"United States",19509.00,03/31/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,,,,No,963420951,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"Tufts Medical Center",,,,,,,"750 Washington St",,Boston,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"Pear Therapeutics (US), Inc.",100000966849,"Pear Therapeutics (US), Inc.",MA,"United States",15000.00,03/25/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,,,,No,956502765,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"Tufts Medical Center",,,,,,,"750 Washington St","Box 018",Boston,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"EMD Serono, Inc.",100000000127,"EMD Serono, Inc.",MA,"United States",95000.00,01/13/2022,1,"Cash or cash equivalent",Education,,,,,"No Third Party Payment",,No,,,No,941486029,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"Tufts Medical Center",,,,,,,"800 Washington St",,Boston,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"FUJIFILM SonoSite, Inc.",100000005703,"FUJIFILM SonoSite, Inc.",WA,"United States",488.28,09/13/2022,1,"In-kind items and services",Education,,,,,"No Third Party Payment",,,,,No,918142469,No,Yes,Covered,Device,"Medical Device","SonoSite Edge II",,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"TUFTS MEDICAL CENTER",,,,,,,"800 WASHINGTON ST.",,BOSTON,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"G1 Therapeutics, Inc.",100000916825,"G1 Therapeutics, Inc.",NC,"United States",20000.00,11/02/2022,1,"Cash or cash equivalent",Education,,,,,"No Third Party Payment",,,,,No,914613871,No,Yes,Covered,Drug,ONCOLOGY,COSELA,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"Tufts Medical Center",,,,,,,"750 WASHINGTON ST","BOX 018",BOSTON,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"Kiniksa Pharmaceuticals, Ltd.",100000846825,"Kiniksa Pharmaceuticals, Ltd.",,Bermuda,500.00,06/06/2022,1,"Cash or cash equivalent",Education,,,,,"No Third Party Payment",,,,,No,943838985,No,Yes,Covered,Drug,Rheumatology,Arcalyst,73604-914-01,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"Tufts Medical Center",,,,,,,"800 Washington St",,BOSTON,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"Roche Diagnostics Corporation",100000005419,"Roche Diagnostics Corporation",IN,"United States",128.21,05/23/2022,1,"In-kind items and services","Food and Beverage",,,,,"No Third Party Payment",,,,,No,950053189,No,Yes,Covered,Device,"Core Lab","cobas pro ISE analytical unit",,07613336158876,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"Tufts Medical Center",,,,,,,"800 Washington St",,BOSTON,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"Roche Diagnostics Corporation",100000005419,"Roche Diagnostics Corporation",IN,"United States",211.81,06/06/2022,1,"In-kind items and services","Food and Beverage",,,,,"No Third Party Payment",,,,,No,950053191,No,Yes,Covered,Device,"Core Lab","cobas pro ISE analytical unit",,07613336158876,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"Tufts Medical Center",,,,,,,"750 WASHINGTON ST","BOX 018",BOSTON,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.",CA,"United States",66.90,12/16/2022,1,"In-kind items and services",Gift,,,,,"No Third Party Payment",,,,,No,964082371,No,Yes,Covered,Device,Amplification,"Amplification Reagents",,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"Tufts Medical Center",,,,,,,"750 Washington St",,Boston,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"Abbott Laboratories",100000010680,"Abbott Laboratories",IL,"United States",2500.00,07/28/2022,1,"Cash or cash equivalent",Grant,,,,,"No Third Party Payment",,,,,No,918001285,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"TUFTS MEDICAL CENTER",,,,,,,"750 Washington St","Box 018",Boston,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"ABBVIE INC.",100000000204,"ABBVIE INC.",IL,"United States",50000.00,12/18/2022,1,"Cash or cash equivalent",Grant,,,,,"No Third Party Payment",,,,,No,892446355,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"Tufts Medical Center",,,,,,,"750 Washington St",,Boston,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"Agios Pharmaceuticals, Inc.",100000181751,"Agios Pharmaceuticals, Inc.",MA,"United States",60000.00,10/26/2022,1,"Cash or cash equivalent",Grant,,,,,"No Third Party Payment",,,,,No,953523411,No,Yes,Covered,Drug,"Genetically Defined Disease",PYRUKYND,71334-215-50,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"Tufts Medical Center",,,,,,,"750 Washington St",,Boston,MA,02111-1526,"United States",,,,,,,,,,,,,,,,,,,,"Biogen, Inc.",100000000193,"Biogen, Inc.",MA,"United States",95000.00,03/01/2022,1,"Cash or cash equivalent",Grant,,,,,"No Third Party Payment",,,,,No,923470453,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"Tufts Medical Center",,,,,,,"750 WASHINGTON ST","BOX 018",BOSTON,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"Bristol Myers Squibb Company",100000005499,"E.R. Squibb & Sons, L.L.C.",NJ,"United States",100000.00,02/03/2022,1,"Cash or cash equivalent",Grant,,,,,"No Third Party Payment",,,,,No,932819937,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"TUFTS MEDICAL CENTER",,,,,,,"750 WASHINGTON ST","BOX 018",BOSTON,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"CHIESI USA, INC.",100000010860,"Chiesi USA, Inc.",NC,"United States",3087.50,03/31/2022,1,"Cash or cash equivalent",Grant,,,,,"No Third Party Payment",,,,,No,960799965,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"Tufts Medical Center",,,,,,,"800 Washington St",,Boston,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"Heidelberg Engineering, Inc.",100000010620,"Heidelberg Engineering, Inc.",MA,"United States",52550.00,04/22/2022,1,"Cash or cash equivalent",Grant,,,,,"No Third Party Payment",,,,,No,912754223,No,Yes,Covered,Device,"Ophthalmology Imaging Equipment",Spectralis,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"Tufts Medical Center",,,,,,,"800 WASHINTON ST",,BOSTON,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"Medtronic, Inc.",100000000106,"Medtronic, Inc.",MN,"United States",6667.00,07/14/2022,1,"Cash or cash equivalent",Grant,,,,,"No Third Party Payment",,,,,No,910094355,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"Tufts Medical Center",,,,,,,"750 Washington St","Box 018",Boston,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"Merck Sharp & Dohme LLC",100000000053,"Merck Sharp & Dohme LLC",NJ,"United States",50000.00,04/05/2022,1,"Cash or cash equivalent",Grant,,,,,"No Third Party Payment",,No,,,No,944060801,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"Tufts Medical Center",,,,,,,"750 WASHINGTON ST","BOX 018",BOSTON,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"ModernaTX, Inc.",100000961851,"ModernaTX, Inc.",MA,"United States",50000.00,06/23/2022,1,"Cash or cash equivalent",Grant,,,,,"No Third Party Payment",,,,,No,961069955,No,Yes,Covered,Biological,"Infections and Infectious Diseases","Moderna Covid-19 Vaccine",80777-273-99,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"Tufts Medical Center",,,,,,,"750 WASHINGTON ST","BOX 018",BOSTON,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"ModernaTX, Inc.",100000961851,"ModernaTX, Inc.",MA,"United States",50000.00,06/23/2022,1,"Cash or cash equivalent",Grant,,,,,"No Third Party Payment",,,,,No,961069957,No,Yes,Covered,Biological,"Infections and Infectious Diseases","Moderna Covid-19 Vaccine",80777-273-99,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"TUFTS MEDICAL CENTER",,,,,,,"750 Washington St","Box 018",Boston,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"Otsuka Pharmaceutical Development & Commercialization, Inc.",100000010725,"Otsuka Pharmaceutical Development & Commercialization, Inc.",NJ,"United States",50000.00,08/10/2022,1,"Cash or cash equivalent",Grant,,,,,"No Third Party Payment",,,,,No,933759679,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220116,11369,"Tufts Medical Center",,,,,,,"750 WASHINGTON ST","BOX 018",BOSTON,MA,02111,"United States",,,,,,,,,,,,,,,,,,,,"Sanofi and Genzyme US Companies",100000000076,"SANOFI-AVENTIS U.S. LLC",NJ,"United States",1785.71,01/01/2022,1,"Cash or cash equivalent",Grant,,,,,"No Third Party Payment",,,,,No,939150875,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
